val_loss,val_natom_loss,val_lattice_loss,val_coord_loss,val_type_loss,val_kld_loss,val_composition_loss,val_property_loss,val_natom_accuracy,val_lengths_mard,val_angles_mae,val_volumes_mard,val_type_accuracy,epoch,step,train_loss_epoch,train_natom_loss_epoch,train_lattice_loss_epoch,train_coord_loss_epoch,train_type_loss_epoch,train_kld_loss_epoch,train_composition_loss_epoch
120.7552490234375,2.2295567989349365,0.498707115650177,2.9106388092041016,91.64885711669922,51.038692474365234,4.181344985961914,0.0,0.6800000071525574,0.06197212636470795,1.1698405160132097e-06,0.18177956342697144,0.1599999964237213,0,7,,,,,,,
,,,,,,,,,,,,,0,7,133.440673828125,2.9691388607025146,0.5977778434753418,3.5033369064331055,84.41161346435547,54.694881439208984,4.5018391609191895
101.08873748779297,1.3281148672103882,0.4542417824268341,2.450657367706299,76.5821533203125,48.39639663696289,3.7137668132781982,0.0,1.0,0.05803900584578514,7.629395213371026e-07,0.16874612867832184,0.36800000071525574,1,15,,,,,,,
,,,,,,,,,,,,,1,15,108.2046890258789,1.9136569499969482,0.5145925283432007,3.059051990509033,66.07195281982422,49.82139205932617,3.9844231605529785
105.40825653076172,0.6400893330574036,0.3796822428703308,1.685633897781372,88.55192565917969,47.60997009277344,3.263657569885254,0.0,1.0,0.05471022427082062,3.5603841297415784e-07,0.1625537872314453,0.4440000057220459,2,23,,,,,,,
,,,,,,,,,,,,,2,23,101.26266479492188,1.0579415559768677,0.4315032660961151,2.4773380756378174,67.10830688476562,48.070308685302734,3.5273101329803467
66.31473541259766,0.28304243087768555,0.33465999364852905,1.3828741312026978,52.48599624633789,47.31415939331055,3.0295214653015137,0.0,1.0,0.05127257481217384,4.0690105151952594e-07,0.15429799258708954,0.5240000486373901,3,31,,,,,,,
,,,,,,,,,,,,,3,31,79.55718994140625,0.43443673849105835,0.3748400807380676,1.651283860206604,55.23301315307617,47.44538116455078,3.154049873352051
70.91183471679688,0.11550194770097733,0.30366021394729614,1.6265127658843994,54.6467170715332,47.71683883666992,2.8947999477386475,0.0,1.0,0.049687258899211884,7.629394644936838e-07,0.15116678178310394,0.3799999952316284,4,39,,,,,,,
,,,,,,,,,,,,,4,39,95.9759292602539,0.22551587224006653,0.3440967798233032,1.6728365421295166,72.13337707519531,47.463966369628906,2.9730541706085205
